layer,level,class,id,metric,value,tf_id,dist
2,landscape,NA,NA,msidi,0.2688334471532741,98,500
2,landscape,NA,NA,para_mn,0.3026292916317171,98,500
2,landscape,NA,NA,shdi,0.5023043909427384,98,500
1,landscape,NA,NA,frac_mn,1.1397387726445947,99,500
1,landscape,NA,NA,msidi,-0,99,500
1,landscape,NA,NA,para_mn,0.2609596945247814,99,500
1,landscape,NA,NA,shdi,0,99,500
2,landscape,NA,NA,frac_mn,1.0754296452602248,99,500
2,landscape,NA,NA,msidi,0.22162581316519575,99,500
2,landscape,NA,NA,para_mn,0.3210770109051972,99,500
2,landscape,NA,NA,shdi,0.3536037669088316,99,500
1,landscape,NA,NA,frac_mn,1.1685680306134347,100,500
1,landscape,NA,NA,msidi,-0,100,500
1,landscape,NA,NA,para_mn,0.06777658072054739,100,500
1,landscape,NA,NA,shdi,0,100,500
2,landscape,NA,NA,frac_mn,1.0725171044686463,100,500
2,landscape,NA,NA,msidi,0.33313111891855873,100,500
2,landscape,NA,NA,para_mn,0.26420850308342686,100,500
2,landscape,NA,NA,shdi,0.6578002402239691,100,500
1,landscape,NA,NA,frac_mn,1.1326131174227585,132,500
1,landscape,NA,NA,msidi,-0,132,500
1,landscape,NA,NA,para_mn,0.09352477287743431,132,500
1,landscape,NA,NA,shdi,0,132,500
2,landscape,NA,NA,frac_mn,1.0947423633992328,132,500
2,landscape,NA,NA,msidi,0.0019005373401332472,132,500
2,landscape,NA,NA,para_mn,0.18585193419972304,132,500
2,landscape,NA,NA,shdi,0.007562518132431019,132,500
1,landscape,NA,NA,frac_mn,1.121055372542261,133,500
1,landscape,NA,NA,msidi,-0,133,500
1,landscape,NA,NA,para_mn,0.19705816787402022,133,500
1,landscape,NA,NA,shdi,0,133,500
2,landscape,NA,NA,frac_mn,1.1024567179365399,133,500
2,landscape,NA,NA,msidi,0.002862136328771547,133,500
2,landscape,NA,NA,para_mn,0.22363677776112537,133,500
2,landscape,NA,NA,shdi,0.010802600112127782,133,500
1,landscape,NA,NA,frac_mn,1.1138410859781938,134,500
1,landscape,NA,NA,msidi,-0,134,500
1,landscape,NA,NA,para_mn,0.20982118326954083,134,500
1,landscape,NA,NA,shdi,0,134,500
2,landscape,NA,NA,frac_mn,1.1115813741651916,134,500
2,landscape,NA,NA,msidi,0.05095629614712437,134,500
2,landscape,NA,NA,para_mn,0.2459657260552842,134,500
2,landscape,NA,NA,shdi,0.14796912286681388,134,500
1,landscape,NA,NA,frac_mn,1.0931487225203107,135,500
1,landscape,NA,NA,msidi,-0,135,500
1,landscape,NA,NA,para_mn,0.2808643559681343,135,500
1,landscape,NA,NA,shdi,0,135,500
2,landscape,NA,NA,frac_mn,1.0604301678955872,135,500
2,landscape,NA,NA,msidi,0.209430189592495,135,500
2,landscape,NA,NA,para_mn,0.314417251040153,135,500
2,landscape,NA,NA,shdi,0.4219214845418153,135,500
1,landscape,NA,NA,frac_mn,1.104992141436076,136,500
1,landscape,NA,NA,msidi,-0,136,500
1,landscape,NA,NA,para_mn,0.353783009764622,136,500
1,landscape,NA,NA,shdi,0,136,500
2,landscape,NA,NA,frac_mn,1.0623477463315258,136,500
2,landscape,NA,NA,msidi,0.10443130623857987,136,500
2,landscape,NA,NA,para_mn,0.349741881757377,136,500
2,landscape,NA,NA,shdi,0.21217093319255007,136,500
1,landscape,NA,NA,frac_mn,1.107320272958977,137,500
1,landscape,NA,NA,msidi,-0,137,500
1,landscape,NA,NA,para_mn,0.3921055099874053,137,500
1,landscape,NA,NA,shdi,0,137,500
2,landscape,NA,NA,frac_mn,1.0429382532658946,137,500
2,landscape,NA,NA,msidi,0.03478589456824601,137,500
2,landscape,NA,NA,para_mn,0.39060122523024116,137,500
2,landscape,NA,NA,shdi,0.09941464135318621,137,500
1,landscape,NA,NA,frac_mn,1.1247476212791203,138,500
1,landscape,NA,NA,msidi,-0,138,500
1,landscape,NA,NA,para_mn,0.13424386298687616,138,500
1,landscape,NA,NA,shdi,0,138,500
2,landscape,NA,NA,frac_mn,1.0783751376346244,138,500
2,landscape,NA,NA,msidi,0.7491145480301685,138,500
2,landscape,NA,NA,para_mn,0.26258710594229684,138,500
2,landscape,NA,NA,shdi,0.8551269014708474,138,500
1,landscape,NA,NA,frac_mn,1.1136792534510118,139,500
1,landscape,NA,NA,msidi,-0,139,500
1,landscape,NA,NA,para_mn,0.29105163586784166,139,500
1,landscape,NA,NA,shdi,0,139,500
2,landscape,NA,NA,frac_mn,1.0761636000372548,139,500
2,landscape,NA,NA,msidi,0.6955919532274547,139,500
2,landscape,NA,NA,para_mn,0.2901071638934668,139,500
2,landscape,NA,NA,shdi,0.7200045663463734,139,500
1,landscape,NA,NA,frac_mn,1.152038151715097,140,500
1,landscape,NA,NA,msidi,-0,140,500
1,landscape,NA,NA,para_mn,0.06227167494978652,140,500
1,landscape,NA,NA,shdi,0,140,500
2,landscape,NA,NA,frac_mn,1.0501432735411789,140,500
2,landscape,NA,NA,msidi,0.030657892071928997,140,500
2,landscape,NA,NA,para_mn,0.3230048365534924,140,500
2,landscape,NA,NA,shdi,0.09543377119246035,140,500
1,landscape,NA,NA,frac_mn,1.1056233818158088,141,500
1,landscape,NA,NA,msidi,-0,141,500
1,landscape,NA,NA,para_mn,0.08916038946290229,141,500
1,landscape,NA,NA,shdi,0,141,500
2,landscape,NA,NA,frac_mn,1.0666217605018735,141,500
2,landscape,NA,NA,msidi,0.23801977427303972,141,500
2,landscape,NA,NA,para_mn,0.2676412516469032,141,500
2,landscape,NA,NA,shdi,0.5035963985859837,141,500
1,landscape,NA,NA,frac_mn,1.0943092131870218,142,500
1,landscape,NA,NA,msidi,-0,142,500
1,landscape,NA,NA,para_mn,0.3244759969571873,142,500
1,landscape,NA,NA,shdi,0,142,500
2,landscape,NA,NA,frac_mn,1.0671091196989069,142,500
2,landscape,NA,NA,msidi,0.07539835024784762,142,500
2,landscape,NA,NA,para_mn,0.3253555020495118,142,500
2,landscape,NA,NA,shdi,0.19987197079001534,142,500
1,landscape,NA,NA,frac_mn,1.182243672209335,143,500
1,landscape,NA,NA,msidi,-0,143,500
1,landscape,NA,NA,para_mn,0.2806162561705691,143,500
1,landscape,NA,NA,shdi,0,143,500
2,landscape,NA,NA,frac_mn,1.067259332661135,143,500
2,landscape,NA,NA,msidi,0.4161144465804821,143,500
2,landscape,NA,NA,para_mn,0.3045917822849287,143,500
2,landscape,NA,NA,shdi,0.6733887757266777,143,500
1,landscape,NA,NA,frac_mn,1.131912644225941,144,500
1,landscape,NA,NA,msidi,-0,144,500
1,landscape,NA,NA,para_mn,0.08760321752047986,144,500
1,landscape,NA,NA,shdi,0,144,500
2,landscape,NA,NA,frac_mn,1.0604853496894844,144,500
2,landscape,NA,NA,msidi,0.13008248508935247,144,500
2,landscape,NA,NA,para_mn,0.29598687986807354,144,500
2,landscape,NA,NA,shdi,0.28058215516519946,144,500
1,landscape,NA,NA,frac_mn,1.1244803330301782,145,500
1,landscape,NA,NA,msidi,-0,145,500
1,landscape,NA,NA,para_mn,0.10177342935528483,145,500
1,landscape,NA,NA,shdi,0,145,500
2,landscape,NA,NA,frac_mn,1.0581732556633217,145,500
2,landscape,NA,NA,msidi,0.40448061109321004,145,500
2,landscape,NA,NA,para_mn,0.28652166555745817,145,500
2,landscape,NA,NA,shdi,0.6907084745565242,145,500
1,landscape,NA,NA,frac_mn,1.0820202361912323,146,500
1,landscape,NA,NA,msidi,-0,146,500
1,landscape,NA,NA,para_mn,0.38204604462463476,146,500
1,landscape,NA,NA,shdi,0,146,500
2,landscape,NA,NA,frac_mn,1.067472667582377,146,500
2,landscape,NA,NA,msidi,0.3860566930044813,146,500
2,landscape,NA,NA,para_mn,0.32126877293344047,146,500
2,landscape,NA,NA,shdi,0.5229729068204159,146,500
1,landscape,NA,NA,frac_mn,1.1458771244407238,147,500
1,landscape,NA,NA,msidi,-0,147,500
1,landscape,NA,NA,para_mn,0.11277177251647279,147,500
1,landscape,NA,NA,shdi,0,147,500
2,landscape,NA,NA,frac_mn,1.0622358971091688,147,500
2,landscape,NA,NA,msidi,0.11363174958138551,147,500
2,landscape,NA,NA,para_mn,0.3426146287254353,147,500
2,landscape,NA,NA,shdi,0.2757705542757383,147,500
1,landscape,NA,NA,frac_mn,1.1051631359856822,148,500
1,landscape,NA,NA,msidi,-0,148,500
1,landscape,NA,NA,para_mn,0.4073258920039141,148,500
1,landscape,NA,NA,shdi,0,148,500
2,landscape,NA,NA,frac_mn,1.0824553974675781,148,500
2,landscape,NA,NA,msidi,0.7154141945397289,148,500
2,landscape,NA,NA,para_mn,0.29985885868012657,148,500
2,landscape,NA,NA,shdi,0.7619232246369114,148,500
1,landscape,NA,NA,frac_mn,1.1470256249473,149,500
1,landscape,NA,NA,msidi,-0,149,500
1,landscape,NA,NA,para_mn,0.12874255486187802,149,500
1,landscape,NA,NA,shdi,0,149,500
2,landscape,NA,NA,frac_mn,1.0749078047707292,149,500
2,landscape,NA,NA,msidi,0.35066860533726424,149,500
2,landscape,NA,NA,para_mn,0.289437840133063,149,500
2,landscape,NA,NA,shdi,0.5976602107524273,149,500
1,landscape,NA,NA,frac_mn,1.0984609416620121,150,500
1,landscape,NA,NA,msidi,-0,150,500
1,landscape,NA,NA,para_mn,0.37980334054952386,150,500
1,landscape,NA,NA,shdi,0,150,500
2,landscape,NA,NA,frac_mn,1.0544366051252183,150,500
2,landscape,NA,NA,msidi,0.16994386979806803,150,500
2,landscape,NA,NA,para_mn,0.3408201320775724,150,500
2,landscape,NA,NA,shdi,0.37153669523330235,150,500
1,landscape,NA,NA,frac_mn,1.0977749818780396,151,500
1,landscape,NA,NA,msidi,-0,151,500
1,landscape,NA,NA,para_mn,0.16855291227047575,151,500
1,landscape,NA,NA,shdi,0,151,500
2,landscape,NA,NA,frac_mn,1.0692771783930977,151,500
2,landscape,NA,NA,msidi,0.7399344952904853,151,500
2,landscape,NA,NA,para_mn,0.2814687916858794,151,500
2,landscape,NA,NA,shdi,0.7990859289635079,151,500
1,landscape,NA,NA,frac_mn,1.1534019459327025,153,500
1,landscape,NA,NA,msidi,-0,153,500
1,landscape,NA,NA,para_mn,0.1224297840843686,153,500
1,landscape,NA,NA,shdi,0,153,500
2,landscape,NA,NA,frac_mn,1.0661862316484974,153,500
2,landscape,NA,NA,msidi,0.24947218318012496,153,500
2,landscape,NA,NA,para_mn,0.30990794914425657,153,500
2,landscape,NA,NA,shdi,0.4145729429198169,153,500
1,landscape,NA,NA,frac_mn,1.1080005354151012,154,500
1,landscape,NA,NA,msidi,-0,154,500
1,landscape,NA,NA,para_mn,0.19417803856398871,154,500
1,landscape,NA,NA,shdi,0,154,500
2,landscape,NA,NA,frac_mn,1.0709195548802892,154,500
2,landscape,NA,NA,msidi,0.3438750715605134,154,500
2,landscape,NA,NA,para_mn,0.27871301565684364,154,500
2,landscape,NA,NA,shdi,0.6110032450796307,154,500
1,landscape,NA,NA,frac_mn,1.1231133923967345,155,500
1,landscape,NA,NA,msidi,-0,155,500
1,landscape,NA,NA,para_mn,0.26917167417290044,155,500
1,landscape,NA,NA,shdi,0,155,500
2,landscape,NA,NA,frac_mn,1.062369286183739,155,500
2,landscape,NA,NA,msidi,0.086008160349796,155,500
2,landscape,NA,NA,para_mn,0.3415650600579346,155,500
2,landscape,NA,NA,shdi,0.22375787221631552,155,500
1,landscape,NA,NA,frac_mn,1.1623154302919487,156,500
1,landscape,NA,NA,msidi,-0,156,500
1,landscape,NA,NA,para_mn,0.13768983090276687,156,500
1,landscape,NA,NA,shdi,0,156,500
2,landscape,NA,NA,frac_mn,1.0851976456044676,156,500
2,landscape,NA,NA,msidi,0.5636859331714652,156,500
2,landscape,NA,NA,para_mn,0.2882425830753083,156,500
2,landscape,NA,NA,shdi,0.7603276661807101,156,500
1,landscape,NA,NA,frac_mn,1.0685767327594875,161,500
1,landscape,NA,NA,msidi,-0,161,500
1,landscape,NA,NA,para_mn,0.6155164762995843,161,500
1,landscape,NA,NA,shdi,0,161,500
2,landscape,NA,NA,frac_mn,1.055965396376116,161,500
2,landscape,NA,NA,msidi,0.05324340896929641,161,500
2,landscape,NA,NA,para_mn,0.3984563850823097,161,500
2,landscape,NA,NA,shdi,0.13412696737553856,161,500
1,landscape,NA,NA,frac_mn,1.1231883483217047,164,500
1,landscape,NA,NA,msidi,-0,164,500
1,landscape,NA,NA,para_mn,0.249934364407307,164,500
1,landscape,NA,NA,shdi,0,164,500
2,landscape,NA,NA,frac_mn,1.0677480962613637,164,500
2,landscape,NA,NA,msidi,0.25812093965149874,164,500
2,landscape,NA,NA,para_mn,0.2892087921971267,164,500
2,landscape,NA,NA,shdi,0.4867003417300513,164,500
1,landscape,NA,NA,frac_mn,1.1481873354050907,165,500
1,landscape,NA,NA,msidi,-0,165,500
1,landscape,NA,NA,para_mn,0.0711174981794254,165,500
1,landscape,NA,NA,shdi,0,165,500
2,landscape,NA,NA,frac_mn,1.0849529789400303,165,500
2,landscape,NA,NA,msidi,0.6899932502439898,165,500
2,landscape,NA,NA,para_mn,0.2862667736172745,165,500
2,landscape,NA,NA,shdi,0.7084892671694268,165,500
1,landscape,NA,NA,frac_mn,1.087109219474765,167,500
1,landscape,NA,NA,msidi,-0,167,500
1,landscape,NA,NA,para_mn,0.17659668329053413,167,500
1,landscape,NA,NA,shdi,0,167,500
2,landscape,NA,NA,frac_mn,1.0760550064600787,167,500
2,landscape,NA,NA,msidi,0.5071730787083548,167,500
2,landscape,NA,NA,para_mn,0.2899710762143795,167,500
2,landscape,NA,NA,shdi,0.6968537316694414,167,500
1,landscape,NA,NA,frac_mn,1.1360506162382593,168,500
1,landscape,NA,NA,msidi,-0,168,500
1,landscape,NA,NA,para_mn,0.4169606945923722,168,500
1,landscape,NA,NA,shdi,0,168,500
2,landscape,NA,NA,frac_mn,1.0609540507815773,168,500
2,landscape,NA,NA,msidi,0.11950943299087549,168,500
2,landscape,NA,NA,para_mn,0.34388807399995674,168,500
2,landscape,NA,NA,shdi,0.2601527747024908,168,500
1,landscape,NA,NA,frac_mn,1.1796174857315065,170,500
1,landscape,NA,NA,msidi,-0,170,500
1,landscape,NA,NA,para_mn,0.2965544499391768,170,500
1,landscape,NA,NA,shdi,0,170,500
2,landscape,NA,NA,frac_mn,1.1249995492958116,170,500
2,landscape,NA,NA,msidi,0.5017153160549608,170,500
2,landscape,NA,NA,para_mn,0.29950008116567695,170,500
2,landscape,NA,NA,shdi,0.7480531571720401,170,500
1,landscape,NA,NA,frac_mn,1.161521822258625,171,500
1,landscape,NA,NA,msidi,-0,171,500
1,landscape,NA,NA,para_mn,0.08939501719055085,171,500
1,landscape,NA,NA,shdi,0,171,500
2,landscape,NA,NA,frac_mn,1.051053471458752,171,500
2,landscape,NA,NA,msidi,0.16377913635407443,171,500
2,landscape,NA,NA,para_mn,0.32635785922431076,171,500
2,landscape,NA,NA,shdi,0.3444402484355212,171,500
1,landscape,NA,NA,frac_mn,1.1442524205036706,172,500
1,landscape,NA,NA,msidi,-0,172,500
1,landscape,NA,NA,para_mn,0.3139580378300584,172,500
1,landscape,NA,NA,shdi,0,172,500
2,landscape,NA,NA,frac_mn,1.0707699085732911,172,500
2,landscape,NA,NA,msidi,0.08840500392691879,172,500
2,landscape,NA,NA,para_mn,0.3157042916932419,172,500
2,landscape,NA,NA,shdi,0.20096202966408522,172,500
1,landscape,NA,NA,frac_mn,1.1296883335939885,174,500
1,landscape,NA,NA,msidi,-0,174,500
1,landscape,NA,NA,para_mn,0.07353197873509458,174,500
1,landscape,NA,NA,shdi,0,174,500
2,landscape,NA,NA,frac_mn,1.064996819280373,174,500
2,landscape,NA,NA,msidi,0.28873353547806857,174,500
2,landscape,NA,NA,para_mn,0.30158294561911647,174,500
2,landscape,NA,NA,shdi,0.4406097614963682,174,500
1,landscape,NA,NA,frac_mn,1.1507622311152905,175,500
1,landscape,NA,NA,msidi,-0,175,500
1,landscape,NA,NA,para_mn,0.4824294512552783,175,500
1,landscape,NA,NA,shdi,0,175,500
2,landscape,NA,NA,frac_mn,1.0712374300967786,175,500
2,landscape,NA,NA,msidi,0.19461544193243024,175,500
2,landscape,NA,NA,para_mn,0.32632125569358905,175,500
2,landscape,NA,NA,shdi,0.4089560012518734,175,500
1,landscape,NA,NA,frac_mn,1.1215422950765515,176,500
1,landscape,NA,NA,msidi,-0,176,500
1,landscape,NA,NA,para_mn,0.15680752632389866,176,500
1,landscape,NA,NA,shdi,0,176,500
2,landscape,NA,NA,frac_mn,1.0775907296864615,176,500
2,landscape,NA,NA,msidi,0.1860978338800236,176,500
2,landscape,NA,NA,para_mn,0.2784846105424143,176,500
2,landscape,NA,NA,shdi,0.3317498402495732,176,500
1,landscape,NA,NA,frac_mn,1.1445231036542305,177,500
1,landscape,NA,NA,msidi,-0,177,500
1,landscape,NA,NA,para_mn,0.12359037922544386,177,500
1,landscape,NA,NA,shdi,0,177,500
2,landscape,NA,NA,frac_mn,1.0760275890104856,177,500
2,landscape,NA,NA,msidi,0.12695576158202565,177,500
2,landscape,NA,NA,para_mn,0.28997797287328503,177,500
2,landscape,NA,NA,shdi,0.25976207807813023,177,500
1,landscape,NA,NA,frac_mn,1.1781156353686997,179,500
1,landscape,NA,NA,msidi,-0,179,500
1,landscape,NA,NA,para_mn,0.016393550984417606,179,500
1,landscape,NA,NA,shdi,0,179,500
2,landscape,NA,NA,frac_mn,1.0440769556957323,179,500
2,landscape,NA,NA,msidi,0.08682748874082993,179,500
2,landscape,NA,NA,para_mn,0.2966088201837807,179,500
2,landscape,NA,NA,shdi,0.19066099233194186,179,500
1,landscape,NA,NA,frac_mn,1.1078787328715796,180,500
1,landscape,NA,NA,msidi,-0,180,500
1,landscape,NA,NA,para_mn,0.2804771931354499,180,500
1,landscape,NA,NA,shdi,0,180,500
2,landscape,NA,NA,frac_mn,1.0449904007059838,180,500
2,landscape,NA,NA,msidi,0.053622105617864686,180,500
2,landscape,NA,NA,para_mn,0.3130211198000262,180,500
2,landscape,NA,NA,shdi,0.13229531981038234,180,500
1,landscape,NA,NA,frac_mn,1.0981562609767321,181,500
1,landscape,NA,NA,msidi,-0,181,500
1,landscape,NA,NA,para_mn,0.18458596805865837,181,500
1,landscape,NA,NA,shdi,0,181,500
2,landscape,NA,NA,frac_mn,1.0664737373997826,181,500
2,landscape,NA,NA,msidi,1.0886209953377106,181,500
2,landscape,NA,NA,para_mn,0.2809020933316499,181,500
2,landscape,NA,NA,shdi,1.2629747028568028,181,500
1,landscape,NA,NA,frac_mn,1.2206512735103052,182,500
1,landscape,NA,NA,msidi,-0,182,500
1,landscape,NA,NA,para_mn,0.24879497439086948,182,500
1,landscape,NA,NA,shdi,0,182,500
2,landscape,NA,NA,frac_mn,1.0689639321309428,182,500
2,landscape,NA,NA,msidi,1.0452027903696026,182,500
2,landscape,NA,NA,para_mn,0.3081728190324466,182,500
2,landscape,NA,NA,shdi,1.2215012555843803,182,500
1,landscape,NA,NA,frac_mn,1.159676968213963,183,500
1,landscape,NA,NA,msidi,-0,183,500
1,landscape,NA,NA,para_mn,0.061555524674008016,183,500
1,landscape,NA,NA,shdi,0,183,500
2,landscape,NA,NA,frac_mn,1.0803964445731058,183,500
2,landscape,NA,NA,msidi,0.6937177906322379,183,500
2,landscape,NA,NA,para_mn,0.2799540614327204,183,500
2,landscape,NA,NA,shdi,0.7108517024931773,183,500
1,landscape,NA,NA,frac_mn,1.1188643364093904,184,500
1,landscape,NA,NA,msidi,-0,184,500
1,landscape,NA,NA,para_mn,0.08387858322200166,184,500
1,landscape,NA,NA,shdi,0,184,500
2,landscape,NA,NA,frac_mn,1.0807278095786585,184,500
2,landscape,NA,NA,msidi,0.7090335938071686,184,500
2,landscape,NA,NA,para_mn,0.28435216156343307,184,500
2,landscape,NA,NA,shdi,0.8494605270427424,184,500
1,landscape,NA,NA,frac_mn,1.1076719650504134,185,500
1,landscape,NA,NA,msidi,-0,185,500
1,landscape,NA,NA,para_mn,0.2895582441792713,185,500
1,landscape,NA,NA,shdi,0,185,500
2,landscape,NA,NA,frac_mn,1.079044105002367,185,500
2,landscape,NA,NA,msidi,0.7355090367322239,185,500
2,landscape,NA,NA,para_mn,0.30074241550802555,185,500
2,landscape,NA,NA,shdi,1.0000954530824897,185,500
1,landscape,NA,NA,frac_mn,1.1004403830299483,186,500
1,landscape,NA,NA,msidi,-0,186,500
1,landscape,NA,NA,para_mn,0.32653377914540793,186,500
1,landscape,NA,NA,shdi,0,186,500
2,landscape,NA,NA,frac_mn,1.0821143212505573,186,500
2,landscape,NA,NA,msidi,0.7850508001835842,186,500
2,landscape,NA,NA,para_mn,0.2950541913828217,186,500
2,landscape,NA,NA,shdi,0.9002293336216758,186,500
1,landscape,NA,NA,frac_mn,1.141466223551798,187,500
1,landscape,NA,NA,msidi,-0,187,500
1,landscape,NA,NA,para_mn,0.11370356255306947,187,500
1,landscape,NA,NA,shdi,0,187,500
2,landscape,NA,NA,frac_mn,1.0858389269350177,187,500
2,landscape,NA,NA,msidi,0.5100864015757623,187,500
2,landscape,NA,NA,para_mn,0.2596546178504485,187,500
2,landscape,NA,NA,shdi,0.5935783860905179,187,500
1,landscape,NA,NA,frac_mn,1.055743211769141,188,500
1,landscape,NA,NA,msidi,-0,188,500
1,landscape,NA,NA,para_mn,0.5866602887504623,188,500
1,landscape,NA,NA,shdi,0,188,500
2,landscape,NA,NA,frac_mn,1.0432932316737222,188,500
2,landscape,NA,NA,msidi,0.32456283316715484,188,500
2,landscape,NA,NA,para_mn,0.4507929869693811,188,500
2,landscape,NA,NA,shdi,0.6295916791198233,188,500
1,landscape,NA,NA,frac_mn,1.1174155456591235,189,500
1,landscape,NA,NA,msidi,-0,189,500
1,landscape,NA,NA,para_mn,0.1251160235799789,189,500
1,landscape,NA,NA,shdi,0,189,500
2,landscape,NA,NA,frac_mn,1.0833065734497258,189,500
2,landscape,NA,NA,msidi,0.7524761573978707,189,500
2,landscape,NA,NA,para_mn,0.3138995358118015,189,500
2,landscape,NA,NA,shdi,0.9608553902077901,189,500
1,landscape,NA,NA,frac_mn,1.162438193750983,190,500
1,landscape,NA,NA,msidi,-0,190,500
1,landscape,NA,NA,para_mn,0.19999644060216687,190,500
1,landscape,NA,NA,shdi,0,190,500
2,landscape,NA,NA,frac_mn,1.082196215249454,190,500
2,landscape,NA,NA,msidi,0.618872405745752,190,500
2,landscape,NA,NA,para_mn,0.3113647530240966,190,500
2,landscape,NA,NA,shdi,0.9589577203360572,190,500
1,landscape,NA,NA,frac_mn,1.198904810276718,191,500
1,landscape,NA,NA,msidi,-0,191,500
1,landscape,NA,NA,para_mn,0.18020764305782855,191,500
1,landscape,NA,NA,shdi,0,191,500
2,landscape,NA,NA,frac_mn,1.074986235573193,191,500
2,landscape,NA,NA,msidi,0.32963108731982543,191,500
2,landscape,NA,NA,para_mn,0.29213955114025003,191,500
2,landscape,NA,NA,shdi,0.5294445851845488,191,500
1,landscape,NA,NA,frac_mn,1.1464558816982298,192,500
1,landscape,NA,NA,msidi,-0,192,500
1,landscape,NA,NA,para_mn,0.13839767478756898,192,500
1,landscape,NA,NA,shdi,0,192,500
2,landscape,NA,NA,frac_mn,1.0458838973682183,192,500
2,landscape,NA,NA,msidi,0.1047721551029883,192,500
2,landscape,NA,NA,para_mn,0.2929872348396601,192,500
2,landscape,NA,NA,shdi,0.24406522674475353,192,500
1,landscape,NA,NA,frac_mn,1.0963831585707238,194,500
1,landscape,NA,NA,msidi,-0,194,500
1,landscape,NA,NA,para_mn,0.20465162455296299,194,500
1,landscape,NA,NA,shdi,0,194,500
2,landscape,NA,NA,frac_mn,1.0568737966933368,194,500
2,landscape,NA,NA,msidi,0.06604003395914322,194,500
2,landscape,NA,NA,para_mn,0.28838290230777786,194,500
2,landscape,NA,NA,shdi,0.1602137904325861,194,500
1,landscape,NA,NA,frac_mn,1.1252798219928386,195,500
1,landscape,NA,NA,msidi,-0,195,500
1,landscape,NA,NA,para_mn,0.1537926092943162,195,500
1,landscape,NA,NA,shdi,0,195,500
2,landscape,NA,NA,frac_mn,1.077980564131794,195,500
2,landscape,NA,NA,msidi,0.4378957409293951,195,500
2,landscape,NA,NA,para_mn,0.29073617783973227,195,500
2,landscape,NA,NA,shdi,0.5477400259949976,195,500
1,landscape,NA,NA,frac_mn,1.0882664752089923,196,500
1,landscape,NA,NA,msidi,-0,196,500
1,landscape,NA,NA,para_mn,0.22166929552253156,196,500
1,landscape,NA,NA,shdi,0,196,500
2,landscape,NA,NA,frac_mn,1.0846181537686321,196,500
2,landscape,NA,NA,msidi,0.6534632878978264,196,500
2,landscape,NA,NA,para_mn,0.27765448016758193,196,500
2,landscape,NA,NA,shdi,0.7143569808640744,196,500
1,landscape,NA,NA,frac_mn,1.1045483924871355,197,500
1,landscape,NA,NA,msidi,-0,197,500
1,landscape,NA,NA,para_mn,0.16744365634827138,197,500
1,landscape,NA,NA,shdi,0,197,500
2,landscape,NA,NA,frac_mn,1.0770794067272533,197,500
2,landscape,NA,NA,msidi,0.3649886294706644,197,500
2,landscape,NA,NA,para_mn,0.27979589139758826,197,500
2,landscape,NA,NA,shdi,0.5846653978970706,197,500
1,landscape,NA,NA,frac_mn,1.0997246820112465,198,500
1,landscape,NA,NA,msidi,-0,198,500
1,landscape,NA,NA,para_mn,0.3201056693615467,198,500
1,landscape,NA,NA,shdi,0,198,500
2,landscape,NA,NA,frac_mn,1.0793892299550838,198,500
2,landscape,NA,NA,msidi,0.8257504573353334,198,500
2,landscape,NA,NA,para_mn,0.3291305234550863,198,500
2,landscape,NA,NA,shdi,0.9282966149361713,198,500
1,landscape,NA,NA,frac_mn,1.130425022555373,199,500
1,landscape,NA,NA,msidi,-0,199,500
1,landscape,NA,NA,para_mn,0.2973786607245531,199,500
1,landscape,NA,NA,shdi,0,199,500
2,landscape,NA,NA,frac_mn,1.0700900044854726,199,500
2,landscape,NA,NA,msidi,0.18520018085280038,199,500
2,landscape,NA,NA,para_mn,0.29777157222875833,199,500
2,landscape,NA,NA,shdi,0.35215341576811754,199,500
1,landscape,NA,NA,frac_mn,1.1540541817407919,202,500
1,landscape,NA,NA,msidi,-0,202,500
1,landscape,NA,NA,para_mn,0.10650391207670266,202,500
1,landscape,NA,NA,shdi,0,202,500
2,landscape,NA,NA,frac_mn,1.0814558921200568,202,500
2,landscape,NA,NA,msidi,0.4608171431888554,202,500
2,landscape,NA,NA,para_mn,0.2937902157804662,202,500
2,landscape,NA,NA,shdi,0.7542160310530697,202,500
1,landscape,NA,NA,frac_mn,1.1152067480873415,203,500
1,landscape,NA,NA,msidi,-0,203,500
1,landscape,NA,NA,para_mn,0.15850130303719892,203,500
1,landscape,NA,NA,shdi,0,203,500
2,landscape,NA,NA,frac_mn,1.068540980255218,203,500
2,landscape,NA,NA,msidi,0.24973005065183998,203,500
2,landscape,NA,NA,para_mn,0.29170328259463224,203,500
2,landscape,NA,NA,shdi,0.4152971815383993,203,500
1,landscape,NA,NA,frac_mn,1.0905977081516802,204,500
1,landscape,NA,NA,msidi,-0,204,500
1,landscape,NA,NA,para_mn,0.2569406624396768,204,500
1,landscape,NA,NA,shdi,0,204,500
2,landscape,NA,NA,frac_mn,1.0785132724111186,204,500
2,landscape,NA,NA,msidi,0.005213127572901089,204,500
2,landscape,NA,NA,para_mn,0.2835142058822598,204,500
2,landscape,NA,NA,shdi,0.019458459665364088,204,500
1,landscape,NA,NA,frac_mn,1.0847114885743305,205,500
1,landscape,NA,NA,msidi,-0,205,500
1,landscape,NA,NA,para_mn,0.3547112182896624,205,500
1,landscape,NA,NA,shdi,0,205,500
2,landscape,NA,NA,frac_mn,1.0837354496037992,205,500
2,landscape,NA,NA,msidi,0.545573280294649,205,500
2,landscape,NA,NA,para_mn,0.30127736415417006,205,500
