tf_id,garden,arable,bare_earth,other,grassland,trees,scrub
140,0.18267730024495962,0.44807581924937995,0.08530427616690894,0.06010551844801096,4.995559021032558e-4,0.017752258146357214,0.0015478800643754247
141,0.15533575160502391,0.13827072277773017,0.13315988396439002,0.10822687434826576,0.01467152846543496,0.11425030289998986,0.00294951009479058
142,0.3884373749563713,0.030958070974434298,0.1477123343498726,0.07155214631058517,0.0019247780844549231,0.030716230598111217,6.737770976783065e-4
143,1.0049382050609266,0,0.3871208498546641,0.17617463194954922,0.004598097556675428,0.15229250715923828,0.019249015460274306
144,0.37400327740697564,0,0.3806098111975369,0.1512247999927455,0.004831099345832418,0.0551792858037371,4.8640252755132834e-4
145,0.12394223332435764,0.023571169312181953,0.2695675193846562,0.07049314799405161,0.0011079323144704654,0.11400884796617242,0.003154716495238134
146,0.3877874604076417,0,0.35341365695099525,0.12371418773141139,0.0035566147290271985,0.07598807526473933,0.006385729083796066
147,0.24600399382593494,0.04963713251936242,0.2117386330873416,0.07979497899074625,0.03788352003848691,0.11406046198805826,0.007214864763381189
148,0.19105753540565293,0,0.06256949189835367,0.039587003651763875,0,0.011947934259925665,2.546740422913518e-5
149,0.21031569648764367,0.12502703997179004,0.16565510588462365,0.08275216163991278,0.013824921639935386,0.11088815906475163,5.329277809723165e-4
150,0.15111735020161382,0.11440661778112478,0.1726882301928797,0.05191181534139393,0,0.04599105534771657,0.0019812806743167042
151,0.22026383700388827,0,0.18196315206165128,0.05021499161356853,0,0.048029308920472656,0.004408631687543904
153,0.3349668479361474,0,0.14056518629020445,0.08310754430708953,0.002369013106848284,0.04847757241656787,0.0012845097239949316
268,0.27208248335388935,0,0.2839244421338973,0.10170106016729275,0.004250280128920637,0.15657342486754292,6.133208759970726e-5
269,0.13674617704803088,0,0.10519054552621476,0.132366063990943,9.686203713833279e-4,0.033133517854455494,0.0017500097559497274
270,0.11783318520143127,0.10183396172700085,0.1430892179929213,0.10126879919274594,0.12455870666077933,0.1442271710326768,0.004874694233004797
272,0.10590708801834682,0.3481312856888912,0.1000385449489097,0.052715710250451235,0.024555946748478552,0.1773973344380827,0.006399258651136928
276,0.0844585337148288,0.386971801491852,0.051411561536896626,0.05164045572799506,0.10954125852253864,0.142163605448836,8.225366833075075e-4
277,0.17339408788260222,0.09886762856603662,0.22604306272144362,0.04337566285957132,0.0044646222083635926,0.1494292727498651,0.001049332465349874
278,0.1585501731622961,0.05751494586112373,0.17974040870797048,0.07542711131399273,0.10761030084986263,0.023375407400878994,7.957944093631816e-4
279,0.24574154022944658,0,0.21972365194920182,0.05307751866749551,0.007205093465953228,0.10150546314896902,0.002284581379941606
280,0.2223801124729415,0,0.11895437430239832,0.03924136640087717,0.00540892241286784,0.06373229116709839,0.0010692851493057376
281,0.031148690107555114,0.08752483408981364,0.17254549913132067,0.0683343134787875,0.09195125488714052,0.1079159863348256,0.0014495790722453914
282,0.20444647699821633,0,0.15010344544726786,0.08829357993751205,0.010519311032058377,0.056434360045741004,0.010655930293721026
374,0.11100127197082169,0.2313280998377759,0.11712457271543433,0.03399126041590286,0.01786570039475654,0.1238167662947037,0.016194222121741528
375,0.1831934306530726,0.36921236508927213,0.07015652151468989,0.03605601358156114,0.004752661950469924,0.09880932585362998,0.0014354451027515866
376,0.18654051401540367,0,0.15874817676263722,0.10419925004527382,0,0.06372043587861898,0.0012330494418425087
154,0.18010788404367417,0.08518220764947279,0.15394978543955218,0.10617978281030148,0.029729484867453585,0.09941368151380309,0.00633072678405235
244,0.0888295084762601,0.19841840233996502,0.1130917167160864,0.060371120424616294,0.012083099930230634,0.05949633313741017,0.005618678464216584
155,0.13085251671478018,0.33632335714574224,0.10529830181631915,0.05942918546778997,0.00855497952757201,0.1301796646516977,0.009139403336163596
156,0.17339830141648058,0,0.13336246735658944,0.10658654149487647,0.0024304329793970294,0.08293941959314681,7.661231223918596e-4
161,0.28847641176623723,0,0.06930443099843178,0.04394896429591173,0.003683879333797469,0.049356405739597715,0.001973524009017648
165,0.23628296443741684,0.11823687923142362,0.23420841234693884,0.062330307737103983,0.0012839092733190763,0.020336176347070415,0.01886935851574319
168,0.2808346561407978,0,0.1541704239294296,0.034331754578458384,0,0.024601689835740997,0
170,0.06778050742198866,0.38054438288350795,0.05306567290068119,0.06565316030482957,0.032307105953608965,0.03597803179374051,0
171,0.24536918061052135,0.05820398032002868,0.1003462539414334,0.029882004111028464,7.340691644036994e-4,0.014076961030172969,0.004330622732545947
172,0.08254778469596322,0.10002293369517128,0.12523145361417942,0.09124672275337087,0.002846604937578023,0.034370594241528885,0.010566081849242247
174,1.0522567751276557,0,0.3354186066265455,0.21486896250261509,0.004598097556675428,0.13257915236172524,0.01150786078939135
175,0.2844791775462419,0.35292944846358626,0.16866934250165916,0.05373489966620822,0.0036003285343179253,0.05032563707401717,0.0012755589952157093
176,0.5846822323143651,0.0021473739417872464,0.3008662005021048,0.214503705278657,0.004572186604023407,0.054619525112382494,4.6828168600063273e-4
177,0.6244580596484445,2.0646564222348562e-4,0.2649034037740019,0.18911033814576786,0.006139230688540646,0.039792162039634246,6.594285381738584e-4
179,0.47323225806778424,0.24023290983810253,0.09560363962287496,0.05292021786912508,4.720888108339695e-4,0.01225714027062646,2.543933107386563e-4
180,0.38578748499603943,0.14713787023490982,0.11867794474752058,0.039321497486512064,0.01871923376655838,0.012003878373885087,0.0015330181957715053
181,0.37477048729345974,0.15933764873272602,0.3697815810066784,0.048927781354897816,0,0.13527827989287036,0.00999690067600104
182,0.6562007584995798,0.07353082762016888,0.3162292832765624,0.17007319090969236,0,0.21777765616978814,0.01542023435054839
183,0.31771516503679315,0,0.24803438958354415,0.18716243769642865,0.0013971792180811206,0.0894862483044823,6.573876443827796e-4
184,0.3573294424782192,0,0.1929572520813045,0.15692428955574225,0.0013971792180811206,0.04305895202335642,5.395914936188618e-4
185,0.45681818416898107,0,0.19840149704996243,0.2719878232145061,0,0.1556565101812303,0.01957957355336666
186,0.6056988265853648,0.02596691173868842,0.27924984355690924,0.20604632209994747,0,0.1981563581389475,0.012199097031052313
187,0.3330065076278128,0.0031120119929324295,0.1734119015734173,0.059604676673569064,0.002459322074682099,0.03484054225588966,0
188,0.12259049498952435,0.604892063904142,0.05834830143462128,0.020156032450451226,7.816132804217505e-5,0.06989956827086687,0.0021045477137790094
189,0.2042190574902758,0.3618212503282807,0.16613353146643917,0.030491377742591957,5.12734664739112e-4,0.05602123769351642,7.331979337532608e-4
190,0.3698597628619229,0.0640208038027303,0.31105634978592056,0.05185710908021035,0,0.07607571935214558,0.0099275117612326
202,0.09885018608764007,0.10541980463123146,0.24110485996348524,0.0879484128930656,0,0.07694993664251076,0.011515782949904158
203,0.3624002006715983,0,0.11704495675619493,0.041435374351647236,0,0.06248917613541654,3.5256113760093573e-4
204,0.1175753188033267,0,0.05623900813927725,0.08769043978086323,0,0.017563750705271542,2.1769926033213274e-4
211,0.10664892700915868,0.02120820803803444,0.08469395868181452,0.33389102025781414,0,0.0057298078700580065,0.0022879575249350123
212,0.25830461318487674,8.941569580571725e-6,0.1962321302109493,0.11039787676624674,0,0.032528038593204314,5.674485781025739e-4
214,0.34819544452426393,0.08438965226181905,0.15499042264817448,0.1052490938943487,0.006432492304876808,0.031553089232517116,0.0013722925060717383
215,0.15313329092813774,0.18270486715143108,0.21283736498870306,0.058752713481054784,0,0.0662858408393086,2.923777348674859e-4
216,0.38349824142677785,0,0.12007501420468326,0.0777015509834472,0,0.009912589146178367,1.8531634634703536e-6
217,0.1376929970899393,0.42549525674371247,0.19126788805319903,0.03865036298915331,0.006227368244285533,0.05537946880076066,0
245,0.09070694562620836,0.49848051162784524,0.11017963329220098,0.038821333501925175,0.024193759902291216,0.09489668381514829,7.428245701932056e-4
313,0.10261469036020233,0,0.06881664418640987,0.03547262459221793,0,0.003935390335611357,2.987211849129561e-4
191,0.24365578619024467,0,0.10708166464650373,0.09115383511677376,0,0.007026470459324126,1.0308124001812797e-4
192,0.42264278099199143,0,0.19044051195201037,0.0724429142001503,0,0.05791429384153249,6.512247576703708e-4
194,0.2684549044399395,0.1858919432868677,0.14023316033576438,0.0325151550387951,0,0.023793124828433758,6.311134569164062e-4
195,0.27807322531166623,0,0.17488816738610835,0.09778023987280954,0.003115553685542967,0.05422414032427787,1.9634647192772712e-4
196,0.24211450330416484,0.003736122173064224,0.06478010600051246,0.08049934605569935,0,0.010171496500770686,9.561087833556643e-4
197,0.17671593343550393,0,0.10295395320745025,0.10707905746031311,0.0036829541303393227,0.034871324004037335,3.301775984340907e-4
198,0.2891808466061641,0,0.21865993192580746,0.2060965633473132,0,0.09689708988363949,0.0021907659450838874
199,0.29453071861567115,0.15093113592948834,0.06909470512509135,0.02669647535415938,0,0.018994385363956957,6.102101986429309e-4
205,0.05424432306773289,0.7810449665406877,0.022170971940275768,0.012258969137649987,0.0025581619598409005,0.06379036750113543,0.0045118063960623445
206,0.17225554816627361,0,0.18651055357675755,0.04660868491282651,0.004968992304498773,0.03601656286634078,0.006674190766544108
207,0.14811580168876382,0.021187701606978596,0.06745470035475369,0.06216292170730397,6.787975940695454e-4,0.02041589565803267,5.277361468004728e-4
208,0.2427454374369895,0.10464718214935895,0.196010326911097,0.06968835406361713,0.0013129020482885148,0.07246927648719326,0.0010986213953940102
209,0.2915102747929237,0.07292447407490758,0.10755123490370157,0.12303131242040807,0.06761690027885138,0.024361762723995848,0.0019075794173375549
210,0.17962269017037194,0.13765752580854362,0.10367067990233512,0.089261787674446,0.0558803386759088,0.10259464371014068,0.006848298022600392
218,0.3359491983048668,0.06128234093963999,0.15356812265113629,0.060213847369124725,0.008773143791756812,0.10136313869144256,0.01028413955481226
219,0.2644664866735425,0,0.11500591434017315,0.07803948620908298,0.002923625329682354,0.03663882133145918,7.524426520182643e-4
220,0.25788709002005294,0.0021803504835558466,0.1665832975840128,0.08728977578723429,0.005410853069763693,0.13431636526619659,3.161325893212853e-4
221,0.133700749591783,0,0.0993949137651321,0.13004341943756917,0.010281955604769324,0.06372012947750139,6.294017042533819e-4
222,0.17117750915096971,0,0.050873385641924986,0.03911929050298144,0,0.008852026561529025,0
224,0.342026826252065,0,0.14676516983730448,0.05491176418179031,0,0.025244790367504794,1.769024307190641e-4
225,0.2767800464106185,0.2618510455765304,0.08638492204119907,0.08504892443707318,0.015483739063740629,0.06597465311536084,6.515370670093421e-5
226,0.3591457470246313,0.048860061497083496,0.20185325536248105,0.15404562331279548,0.006232867310740939,0.022243674857989247,0.0050047709798080944
227,0.4934302384666286,0.3415817017379361,0.1523314238667415,0.07199971416138916,2.5321240641105867e-4,0.007881832764735065,0.001640485556703033
228,0.011316264672285394,0.5520588040959999,0.278795693604443,0.022776128137372714,0.002041385095363777,0.21185650167356856,0.005430075319918976
229,0.5852122390928656,0.1875222345409899,0.2687137353002654,0.07567483475740296,0,0.029377297078394697,0.006440145604090528
230,0.5249801038394937,0.043475509953667585,0.21377806300310992,0.13529640944640037,0.006217993212207825,0.034956001800607914,0.004097375033086569
232,0.3219728908684657,0.012305087417088268,0.13559089319370154,0.0449212412042656,1.1707000321318963e-4,0.15509989283832912,0.011214296806150693
233,0.14661953336877975,0,0.047377201566256424,0.0606332826338645,0.0019455768542003564,0.01283776532624703,0.005549395529730731
234,0.16957563296098638,0.02266120482025073,0.041650934794075785,0.023323847427403937,0,0.07485781760582878,0.0010321478849070718
235,0.3817978014706696,0.08085203193008424,0.15709710468185553,0.03476097093736774,0.004212484567267418,0.10348609633589477,0.00123797443144604
236,0.07986052799723581,0.3873930462627098,0.09095371643812414,0.10120651276952164,0.012480676234161278,0.0972911361021489,0.0032728657473787663
237,1.0522567751276557,0,0.3354186066265455,0.21486896250261509,0.004598097556675428,0.13257915236172524,0.01150786078939135
238,0.14337320286955563,0.3604579385027116,0.07311707825611599,0.033219449168991395,0.0037136362265615067,0.03649584935604226,0.0021016263625048353
239,0.2864003223899744,0,0.21532449218420463,0.05304061599200524,0.0017817500687813189,0.07474736632609842,5.836880454261632e-4
242,0.4377197947062922,0,0.3132753756946316,0.20454020195013606,0.00229112308890456,0.04848619136968532,0.002992004458821303
243,0.09712619391769778,0.6385466441727223,0.02910852170209102,0.016480470295363283,0.008359409589969585,0.02998386050935969,0
246,0.06301403414545602,0,0.08940873877919249,0.08118690147854984,0,0.01798048207586706,0
247,0.42633583523144947,1.052705817598661,0.10522085637383698,0.05021473594414321,0,0.031118493051062252,0.0015673443823577694
249,0.13575378065030008,0,0.08923521317244426,0.05234891143748367,0,0.017341638713530942,3.673567030899615e-4
250,0.3241898023723304,0.01635607724610295,0.15419803625887174,0.04541649335236207,0,0.026080703046505678,0.0056433847966509965
252,0.1767933901116481,0.2723839545114469,0.11614258336547202,0.05077305476565242,0.0013222703551402034,0.0976684654942647,0.0013048961632580478
253,0.31633469143698434,0.08081426529841114,0.6559551020839882,0.18863225798985822,0.00664845387798284,0.21308075572159976,0.004779024732700782
254,0.25204282023206714,0.21281468107623924,0.23756375745759378,0.16940233557286938,0.0066072346242709015,0.06703680682450452,0.002901793653748968
255,0.48605700626480197,0.08362708679800612,0.32093556679155644,0.04632573717658012,0.020886548764035884,0.06248086187884717,0.04114488368216942
256,0.39722412089216197,0,0.3436828211282165,0.09823981215317354,0,0.05565908073577798,0.0028522060157702687
257,0.6585576822415962,0,0.7378686958696042,0.11338281761490487,0,0.23390859310482895,0.008586598114356867
258,0.4585834562475184,0,0.38909329230974793,0.07476909327256884,0.07486993613851287,0.22252741333628195,0.0047515750009774595
259,0.037693130138555506,0,0.1687223156686704,0.20939082218182373,0.009258368796909418,0.02515535460628966,0
260,0.15321656675015527,0.1721060354440923,0.139003658935655,0.09016893808249862,0.018051698609479475,0.05191161269224606,6.116228156851751e-4
261,0.48974539314476223,0,0.26282149836660756,0.14123829681776465,0.07571209558262618,0.18397499458119818,0.007506832407300904
263,0.40446986393693873,0,0.17048383008617823,0.05429842635099502,0,0.09745902014803967,4.3605004108721116e-4
264,0.4469819743197156,0.3153596611291814,0.39186668611956094,0.05670923835655597,0.008873060537722625,0.09355064493783558,0.0347129873545135
265,0.38454010421051266,0.20325389208439343,0.2390952407611205,0.13311383334761476,0.0015670440845172164,0.11643137674472237,0
287,0.8136424965727501,0.08104823620020553,0.6803580748388386,0.2343104511490336,0.002220830163107241,0.2762220956496769,0.030277489159694648
288,0.0025984915066104746,0.7157511504594942,0.017642423962229682,0.0015349720319418685,0.007436284689684557,0.10232258487929463,0
289,0.04754776769866499,0.6448888153299832,0.03923757101337541,0.009008724885613915,8.534139315472617e-4,0.06139739982703061,0
299,0.0036404587196448932,0,0.04805166153986688,0.3022032867280817,0.005272977975293551,0.003261048137911022,0.00322088681562598
300,0.290509536083589,0.06426542977988423,0.16255239856368442,0.044652615624560577,0.009573829130146814,0.09387069771735619,0.002890542828949071
301,0.02765395251247457,0.104708633236031,0.053905002734880726,0.017806556805574816,0.22260210766051822,0.07874662077286068,0
303,0.20664095896956017,0.1992354455748415,0.2253965936421397,0.07448128844984886,0.008612713827736814,0.02996794602386264,0.0016445666065674606
304,0.16474725952564265,0.13712330481420743,0.0923543863784227,0.14492791739023247,0.06371780502254963,0.00653470254907139,0.019246313327458485
305,0.10948915074568137,0.40455973802770523,0.05600935590313977,0.07996150657430666,0.005065771875103339,0.04964371499138197,0.0010874032439543513
316,0.1582349098700433,0,0.13262256260318359,0.04123881772909912,0,0.01834180756458087,0
319,0.23348385430457103,0.004920635480906233,0.1931533772450736,0.055092997443307985,0.05483156263252151,0.031292323137436816,0.0048082720793517575
320,0.14125979638753472,0.17777818239795956,0.08352580395674615,0.07730737356755756,0.010154805276402,0.04103251691285294,0.003797030472412567
321,0.14581865447645487,0.15979425243661705,0.042270375132086306,0.03006638536041341,0,0.02753436205815804,0.00456299829031268
323,0.2697555260960168,0.007738329819964087,0.13716654998830496,0.094998640167043,0,0.0077192488813040295,0
324,0.036300524522722775,0.48047723521678604,0.015377298975954277,0.0168445012568842,5.254794357208748e-5,0.00479034920964696,0
326,0.15725222740622882,0.08468120430901187,0.19850294300026183,0.022326239380627645,0,0.06732041914096505,8.265441796650872e-4
327,0.003828714728071097,0.33389385647118514,0.1533269867441999,0.1097682086174799,0,0.03790947336265964,0.004460646430845069
329,0.262842245469541,0.09192492546288124,0.11018258248373268,0.08437081720280515,0,0.0472314405288448,0.002563501505487546
330,0.6251601717096595,0,0.3785010411398561,0.09446450127555649,0.00803994787280625,0.10335295634669302,0.007506832407300904
331,0.12046481228415666,0,0.06852193701141758,0.061183471308334715,0,0.012942067847646456,2.1769926033213274e-4
333,0.31706433565226627,0,0.2927237290483814,0.07988121567806794,0,0.14845078214469298,1.1174709207853382e-4
334,0.7460992354723323,0.07293231194930574,0.6655512401103366,0.21094299258276747,0.008038000699124758,0.1954656852536956,0.008426108291781404
335,0.8032007790445032,0.07293231194930574,0.5014633146446311,0.24343863683141811,0.002220830163107241,0.20902804451982765,0.03565328293332176
336,0.20709253002172534,0.07620263266173269,0.16950206004868223,0.08971060534111008,0,0.08477109235956892,0.007580331388664912
337,0.8579592105360075,0.07293231194930574,0.6295063012750818,0.2030131287750473,0.002220830163107241,0.2560806355305753,0.04603920918362085
338,0.6253373744685067,0,0.7927951824107111,0.10827403071219577,0,0.24155754212025243,0.00408822186852504
339,0.11173388496557231,0,0.055171424501332465,0.041754279104821115,0,0.012292933572995275,0.0015676670921527715
342,0.2996003161123457,0.21450236740062337,0.0951200444008515,0.058921326925708714,0.002341805334102234,0.009062295562727618,0.001000352149402346
349,0.5954071906369438,0,0.3222705834913687,0.3051489187411793,0,0.0660459858599333,0.015351086069751843
352,0.12854889554040466,0.5880256798968923,0.04181838782318983,0.021082096329684757,0.01848128251664343,0.06459623631026185,0
353,0.1857845064865956,0.30573499107566465,0.15089012854090222,0.05483192875055594,0.003571097554195449,0.043613799838518374,5.070606816674966e-4
355,0.3486543392515013,0.003385186257327182,0.45753522736429986,0.09514884891826814,0,0.14151324698389536,0.0028522060157702687
359,0.09333307283322763,0.3328046621741301,0.06263712819041917,0.13685328399184188,0.02282422522387148,0.10847759016373808,8.428286478665143e-4
364,0.11076967999161023,0,0.07804337828741846,0.12173223859563241,0,0.03879967450935623,0.0016737032059842012
365,0.2562539353236294,0.001674138645037274,0.13740498086529315,0.03342882340611924,0,0.019665900043198997,4.888758901656988e-4
