tf_id,Species,chao,chao.se,jack1,jack1.se,jack2,boot,boot.se,n
85,7,20.125,11.822007043792448,12.25,2.143303524935281,16.75,9.0655597448349,0.906180812597204,8
86,9,18.166666666666664,9.328324173222859,13.583333333333332,2.049728979374807,17.75,10.793206944629178,1.025873437720619,12
87,22,100,89.63258336118624,34,8.038369524685004,44.22435897435897,26.71006477770181,4.049669262020678,13
88,11,14.819444444444445,4.511395322647046,15.583333333333332,3.8988958550965283,17.477272727272727,13.136075943702867,1.9990499856473039,12
89,10,26.5,21.68524844220144,15.5,3.246793289796359,19.742424242424242,12.231837829103453,1.778120677053077,12
91,9,13.125,6.62028133843268,11.75,1.5877132402714709,13.492424242424242,10.231496421689117,0.9727514394258501,12
92,1,1,0,1,0,1,1,0,3
93,3,3,0,3,0,2.1,3.16576,0.3992538320417225,5
94,9,10.818181818181818,3.4257170329848674,10.818181818181818,1.28564869306645,11.718181818181819,9.819178504000492,0.713335567074623,11
95,6,6,0,6,0,6,6.034781197028983,0.18353408504891966,12
96,11,27.5,21.68524844220144,16.5,2.622022120425379,20.742424242424242,13.295192355223275,1.3437465884360171,12
97,5,5,0,5,0,4.288888888888889,5.107484945,0.310067826448258,10
98,7,7.916666666666667,1.7370552988063193,8.833333333333334,1.296362432175337,8.984848484848484,7.929856958986669,0.8523547116615378,12
99,15,61.15384615384616,55.030921915445916,24.23076923076923,5.194444004964348,31.916666666666668,18.687977902951033,2.5372586418536764,13
100,6,14.333333333333334,8.430633510914163,10.166666666666668,2.6087459737497545,13.5,7.674511316872429,1.2707901468242573,6
132,14,21.333333333333332,6.904105059069326,21.333333333333332,3.4960294939005054,24.96969696969697,17.296269876952056,2.059047877780007,12
133,15,42.5,26.08879069638913,25,5.393598899705936,32.52727272727273,19.0823413238361,2.749239168602738,11
134,12,26,14.491376746189438,19,3.1024184114977142,23.714285714285715,14.995663285255432,1.429925001862613,8
135,9,10.375,2.1274495685366235,11.75,1.5877132402714709,11.977272727272727,10.45583693444021,1.1679725676862112,12
136,9,12.645833333333334,4.325530501611378,13.375,2.361805453461398,15.196428571428571,11.041666388511658,1.310402267318287,8
137,11,33.45833333333333,28.549086626759568,17.416666666666668,3.879253937435794,22.492424242424242,13.5838353387939,1.8832109401511063,12
138,1,1,0,1,0,1,1,0,1
139,2,2,0.2651650429449553,2.75,0.75,3.25,2.3203125,0.46659661630122223,4
140,4,4.909090909090909,1.9886423761332868,5.818181818181818,1.28564869306645,7.454545454545455,4.731095002855302,0.6665539481844014,11
141,6,14.88888888888889,8.977584024968696,10.444444444444445,2.3934065809486684,14.333333333333334,7.7321984021345855,1.139932484103798,9
142,13,45.72727272727273,23.248206572081326,21.18181818181818,5.061603966209111,28.545454545454547,16.22176103796772,2.449123683596235,11
143,4,4.857142857142857,1.8863253402623115,5.714285714285714,1.212183053462653,7.142857142857142,4.7196224119444885,0.6426901686131452,7
144,8,9.846153846153847,3.4743353201957587,9.846153846153847,1.3054279037290109,10.762820512820513,8.85420015570816,0.7235580654251947,13
145,9,16.384615384615387,10.791186410307805,12.692307692307693,1.8461538461538463,15.301282051282051,10.537268027172638,0.9947315729727716,13
146,9,11.0625,3.1402751670832925,11.75,1.5877132402714709,12.734848484848484,10.28212416830746,1.0183975916588417,12
147,3,3.75,1.6374522893812815,4.5,1.0606601717798212,5.5,3.6328125,0.5977966542594145,4
148,6,15.375,12.945196985754986,9.75,2.4109126902482387,11.916666666666666,7.64453125,1.2161869583963798,4
149,15,16.64835164835165,2.0518659929849665,19.615384615384613,3.130306146057816,18.416666666666668,17.630252718885117,1.8989911535786343,13
150,9,14.5,6.554753912281887,12.666666666666666,2.279132388529557,16,10.441215020363243,1.1441854693321218,12
151,7,7.923076923076923,2.080198230872853,8.846153846153847,1.3054279037290109,10.538461538461538,7.741668933153253,0.6790697555472974,13
153,8,15.11111111111111,10.404177698417444,11.555555555555555,2.9144171219120003,13.986111111111112,9.546983324364138,1.5329430379821587,9
154,9,27.9,15.525169470790784,15.3,3.0446674695276656,20.9,11.446900555900001,1.4067983516610585,10
155,4,5.777777777777778,3.355481971231444,5.777777777777778,1.2570787221094177,6.652777777777779,4.7970385479535125,0.793997200041833,9
156,9,12.555555555555555,4.7453681120139155,12.555555555555555,1.7777777777777777,14.305555555555557,10.646101683073349,1.1810487521223283,9
161,17,58.53846153846154,27.82342858384207,26.23076923076923,3.7495561867550586,34.69230769230769,20.57649239099096,1.7149977032096977,13
164,7,7.923076923076923,1.747356414092392,8.846153846153847,1.3054279037290109,8.987179487179487,7.934803557910827,0.8562812923338098,13
165,5,5.444444444444445,1.1967032904743342,5.888888888888889,0.8888888888888888,5.986111111111112,5.502623721586392,0.6279913750901361,9
167,12,31.384615384615387,15.971481937945448,18.46153846153846,2.7947541730130694,24.384615384615387,14.580295795745133,1.3410910466401367,13
168,5,6.777777777777778,3.355481971231444,6.777777777777778,1.2570787221094177,7.652777777777779,5.797089353216938,0.6887752637047809,9
170,2,2,0.28284271247461906,2.8,0.8,3.4,2.3280000000000003,0.46948482403587877,5
171,6,15,9.087078738516576,10.5,2.7658633371878665,14.5,7.743392200500001,1.3478414278155157,10
172,5,10.142857142857142,6.042105779736161,8.428571428571429,1.7142857142857144,11.285714285714285,6.379561237239587,0.7974903737564951,7
174,4,4.857142857142857,1.8863253402623115,5.714285714285714,1.212183053462653,7.142857142857142,4.7196224119444885,0.6426901686131452,7
175,7,12.538461538461538,6.552916869424329,10.692307692307693,2.292256065500206,14.076923076923077,8.413077343096637,1.1237569076219014,13
176,10,21.363636363636363,15.614149124834242,14.545454545454547,2.7872199485010714,17.9,11.892594795206325,1.4753375534923514,11
177,11,33.27272727272727,28.316394223456168,17.363636363636363,3.613564893518507,22.35454545454546,13.594824774155091,1.8876393289925704,11
