tf_id,wt_score
85,9.11283632518158
86,8.38692316866301
87,13.6121284313427
88,34.2034454647087
91,30.8848294347862
92,39.327551911525
93,29.8107156657666
94,18.7910192862708
95,31.3889093183552
96,8.01433079153796
97,20.0868341613756
98,8.35739074130713
99,22.2258743793878
100,45.4258643536354
138,50.4662711029179
139,66.2387935861578
140,22.9412921932296
141,9.48179687422624
142,8.7709361542479
143,40.1399821309382
144,40.3906090925692
145,54.0314067501708
146,35.5281451299903
147,25.2502658895033
148,29.8430703454779
149,18.5132346983597
150,8.97647362133076
151,25.4776214259545
164,10.0534271672241
165,17.1321871587267
167,14.3289908574827
168,33.4063415262201
170,19.8037498717628
171,27.7932382831017
172,33.0939060315756
174,39.0599719225749
175,17.4875548998772
176,11.3414335800166
177,16.779765735028
179,16.0313697445881
180,12.0958278122866
181,26.4213312138571
182,40.9887192903556
183,39.996422830578
184,39.6876829175668
185,35.8196350101091
186,40.5299325021526
187,39.7151223660419
188,8.71481317530673
189,22.478788131966
190,37.5697400772192
191,35.1669903605716
192,22.7964626973021
194,26.4303148372102
195,26.6885402675608
196,29.8466757091354
197,30.8063035552272
198,34.8551032918353
199,20.8815178960531
202,28.5159185424997
203,9.92342527605251
204,20.3657787057925
205,11.1389483632341
206,28.1785235786119
207,15.087371426865
208,12.1052932883507
209,15.9305154486001
210,27.1470920380389
211,30.9204916308387
212,28.2547944963516
214,21.2338295192568
215,0.0378913017416863
216,19.5282592849066
217,5.76718396133789
218,22.1355465365856
219,21.4402584700747
220,33.6532246050864
221,43.2896389459838
222,37.6702665927071
224,24.2133177374532
225,6.8567076635739
226,11.1131330067918
227,13.9915756023267
228,7.9655784943567
229,12.8251994310422
230,14.2541708579061
232,22.8460556831401
233,20.6655588532606
234,26.1603428148483
235,11.5274677322803
236,10.631037177868
237,41.4248645473109
238,18.596036986834
239,39.7520914634672
242,39.4477907519522
243,7.273
245,33.9807570928851
246,18.7286413797364
247,14.4222463130313
248,17.2127107017509
249,46.5474961952148
250,6.50690570021315
252,8.26729761070374
253,37.6335639035816
254,18.8428689694874
255,17.8675673862007
256,27.4935544904954
257,40.8171200316949
258,28.1312283476726
259,44.9634677363177
260,35.5101920792793
261,24.7016959272511
263,35.782741469623
264,15.4025635143205
265,14.3140550257437
287,29.674407621819
288,3.98361210520908
289,14.0151687825309
290,11.4477785743671
292,33.8076106209931
299,0
300,0
301,0
303,0
304,0
305,0
307,18.949
308,5.46352455795846
309,7.95004010454322
313,27.6510447321124
315,35.2278805356979
316,23.7697862908741
319,0
320,9.59209671699883
321,3.84309312965197
323,6.55488825152888
324,17.6303993240354
326,16.4833644750578
327,2.66275810826913
329,21.6264072188062
330,31.6114805707963
331,16.6807413819207
333,57.5154124834777
334,18.9090284414103
335,18.9367948658831
336,35.8608479137664
337,37.6933787507504
338,41.332479658182
339,28.6676610404626
342,34.0547711195261
343,11.1988449689538
344,7.54298543309661
345,30.4816845386016
346,23.6928335696293
347,35.2525104536491
348,30.0433544734638
352,11.5855285758044
353,7.15206123666517
355,21.4618652448353
356,20.1444036030506
357,11.9299477784558
359,13.1917204121859
363,21.6047848227709
364,19.0109087921663
365,25.2155323966586
368,22.4148694600521
